ORDER_ID	CLASS	B_EMAIL	B_TELEFON	B_BIRTHDATE	FLAG_LRIDENTISCH	FLAG_NEWSLETTER	Z_METHODE	Z_CARD_ART	Z_CARD_VALID	Z_LAST_NAME	VALUE_ORDER	WEEKDAY_ORDER	TIME_ORDER	AMOUNT_ORDER	ANUMMER_01	ANUMMER_02	ANUMMER_03	ANUMMER_04	ANUMMER_05	ANUMMER_06	ANUMMER_07	ANUMMER_08	ANUMMER_09	ANUMMER_10	CHK_LADR	CHK_RADR	CHK_KTO	CHK_CARD	CHK_COOKIE	CHK_IP	FAIL_LPLZ	FAIL_LORT	FAIL_LPLZORTMATCH	FAIL_RPLZ	FAIL_RORT	FAIL_RPLZORTMATCH	SESSION_TIME	NEUKUNDE	AMOUNT_ORDER_PRE	VALUE_ORDER_PRE	DATE_LORDER	MAHN_AKT	MAHN_HOECHST
21229	no	no	no	5/31/1972	yes	no	credit_card	Visa	6.2005	yes	54.5	Wednesday	23:18	1	406398	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
21230	no	yes	no	7/19/1968	yes	no	check	?	2.2006	?	19.99	Wednesday	2:31	1	407046	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
21233	yes	no	no	10/25/1969	yes	no	check	?	12.2007	?	39.7	Saturday	6:33	2	204921	105431	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
21237	no	yes	yes	4/23/1983	yes	no	check	?	3.2007	?	8.5	Thursday	22:21	1	508997	?	?	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	10	no	1	48.17	9/13/2004	0	0
21238	no	no	no	?	yes	no	check	?	11.2007	?	54.5	Monday	21:09	1	201371	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	yes	no	14	yes	0	0	?	?	?
21240	no	yes	no	?	no	no	credit_card	Eurocard	10.2005	yes	43.5	Sunday	7:07	1	409102	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	yes	0	0	?	?	?
21241	no	yes	no	5/8/1966	yes	no	check	?	9.2006	?	9.99	Thursday	0:39	1	208605	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	yes	0	0	?	?	?
21242	no	yes	no	10/19/1960	yes	no	check	?	10.2007	?	19.99	Sunday	4:46	1	302677	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	no	1	18.17	10/8/2004	0	0
21244	no	no	no	?	yes	no	check	?	5.2006	?	9.8	Sunday	3:34	1	202634	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	no	1	28.84	6/10/2004	0	0
21245	yes	yes	no	3/4/1974	yes	no	check	?	12.2006	?	95.5	Wednesday	10:18	2	405643	204935	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	yes	0	0	?	?	?
21247	yes	yes	no	5/18/1980	yes	no	check	?	8.2006	?	55	Sunday	2:08	2	204723	105555	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
21248	no	yes	yes	2/4/1972	no	no	debit_note	?	1.2005	yes	31.9	Thursday	19:38	1	105580	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	3	yes	0	0	?	?	?
21249	no	yes	no	2/18/1972	no	no	credit_card	Visa	2.2006	yes	16	Friday	11:22	1	400767	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
21251	no	no	no	12/3/1963	yes	no	check	?	8.2006	?	51.5	Tuesday	20:14	2	402062	403533	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	no	1	37.08	4/21/2001	2	2
21252	yes	no	no	9/10/1969	yes	no	check	?	5.2007	?	56	Friday	15:24	1	408096	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	yes	0	0	?	?	?
21254	yes	yes	no	10/2/1981	yes	no	check	?	1.2007	?	31.9	Saturday	12:46	1	406255	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
21256	no	yes	no	10/8/1967	yes	no	credit_card	Visa	10.2006	yes	29.99	Friday	7:45	1	504765	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
21257	no	yes	no	8/14/1951	no	no	credit_card	Eurocard	12.2006	yes	18.5	Friday	4:12	1	409053	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	1	20.59	5/27/2003	0	0
21258	no	no	no	7/2/1985	no	no	debit_note	?	11.2007	yes	19.99	Saturday	19:52	1	402246	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	15	yes	0	0	?	?	?
21259	no	yes	no	8/24/1959	no	no	credit_card	Visa	2.2007	yes	29.99	Thursday	14:47	1	100214	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	no	1	10.61	12/20/2003	0	0
21261	no	yes	no	3/9/1986	yes	no	check	?	11.2005	?	42.8	Wednesday	5:11	1	305580	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	yes	0	0	?	?	?
21263	no	yes	no	3/31/1970	yes	no	credit_card	Eurocard	2.2007	yes	284.19	Tuesday	8:26	7	205958	402123	109500	204258	201796	204258	407255	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	1	29.39	1/18/2001	0	0
21265	no	no	no	3/17/1968	no	no	debit_card	debit_card	5.2006	yes	38.19	Saturday	17:02	2	406859	500214	?	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	8	no	1	6.65	11/5/2004	0	0
21266	no	yes	no	2/8/1970	yes	no	check	?	1.2007	?	68.4	Friday	15:27	1	606284	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	yes	no	no	no	no	no	11	no	1	5.67	7/1/2004	0	1
21267	no	no	no	10/13/1969	yes	no	check	?	4.2005	?	52	Friday	23:25	1	100925	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	3	yes	0	0	?	?	?
21270	no	yes	no	9/30/1984	yes	no	check	?	7.2006	?	43.5	Thursday	11:55	1	400072	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	3	362.94	5/17/2002	0	0
21271	no	no	yes	?	yes	no	debit_card	debit_card	11.2007	yes	68.4	Sunday	23:40	1	308997	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	15	no	0	0	?	?	?
21272	no	no	yes	?	no	no	debit_card	debit_card	4.2007	yes	52	Thursday	17:25	1	204935	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	no	0	0	?	?	?
21273	no	yes	yes	6/18/1964	yes	no	debit_note	?	5.2006	yes	9.8	Wednesday	11:42	1	600578	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
21275	no	no	no	4/15/1975	yes	no	check	?	9.2007	?	26	Sunday	16:38	1	106398	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
21277	no	no	no	8/10/1985	yes	no	check	?	3.2007	?	43.5	Saturday	12:23	1	104159	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	yes	0	0	?	?	?
21278	no	yes	no	1/20/1963	no	no	credit_card	Amex	10.2007	yes	16	Sunday	3:21	1	400767	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	15.07	3/2/2002	0	0
21279	no	yes	yes	6/22/1970	no	no	debit_note	?	4.2005	yes	23.5	Thursday	14:58	1	101619	?	?	?	?	?	?	?	?	?	no	yes	no	no	no	no	no	no	no	no	no	no	3	no	1	21.58	5/1/2002	0	0
21281	no	yes	no	4/18/1981	yes	no	check	?	8.2005	?	17.8	Tuesday	12:00	1	204792	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
21282	no	yes	no	11/16/1984	yes	no	debit_card	debit_card	8.2007	yes	12.8	Monday	16:10	1	200953	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	1	no	1	36.46	2/24/2003	0	0
21284	no	yes	no	10/24/1974	yes	no	check	?	7.2005	?	29.99	Tuesday	14:24	1	206255	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	2	66.28	12/11/2004	0	3
21285	no	yes	no	10/2/1969	no	no	credit_card	Eurocard	6.2007	yes	18.2	Thursday	19:20	1	400293	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
21287	no	no	yes	6/10/1972	yes	no	debit_note	?	7.2005	yes	68.4	Tuesday	1:50	1	406590	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	yes	no	no	no	7	no	1	48.75	9/4/2004	0	2
21290	no	yes	no	?	yes	no	credit_card	Eurocard	1.2005	yes	23.5	Wednesday	22:58	1	402224	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	yes	0	0	?	?	?
21294	no	yes	no	3/25/1970	yes	no	check	?	1.2007	?	68.4	Friday	19:03	1	207344	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	no	1	89	2/16/2001	0	1
21299	yes	no	no	3/13/1955	yes	no	check	?	5.2005	?	12.8	Saturday	20:09	1	608889	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
21302	yes	yes	no	2/28/1962	yes	no	check	?	8.2006	?	54.5	Saturday	13:05	1	401893	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	no	1	59.07	3/25/2003	0	1
21305	no	yes	no	4/30/1985	yes	no	debit_note	?	9.2007	yes	17.5	Wednesday	8:34	1	104935	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	15	no	1	44.1	11/8/2002	0	0
21306	no	yes	no	4/10/1975	no	no	debit_card	debit_card	5.2007	yes	22.95	Thursday	11:22	1	101893	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	0	0	?	?	?
21309	no	yes	no	5/25/1969	yes	no	debit_note	?	8.2005	yes	29.99	Monday	15:17	1	504765	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	no	1	30.1	1/21/2003	0	0
21310	no	yes	no	5/18/1960	no	no	credit_card	Eurocard	9.2007	yes	26	Monday	11:51	1	206310	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	yes	0	0	?	?	?
21311	no	yes	no	1/9/1969	no	no	credit_card	Visa	1.2006	yes	94	Wednesday	8:36	3	302496	401371	300767	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	yes	0	0	?	?	?
21312	no	no	no	6/15/1961	no	no	credit_card	Visa	7.2006	yes	8.5	Friday	10:47	1	403950	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	yes	0	0	?	?	?
21314	no	no	no	3/6/1974	yes	no	debit_note	?	4.2007	yes	12.8	Wednesday	1:50	1	608889	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	1	yes	0	0	?	?	?
21318	no	yes	yes	12/18/1965	yes	yes	check	?	1.2007	?	37	Sunday	18:31	1	409013	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	15	yes	0	0	?	?	?
21322	no	no	no	10/27/1964	yes	no	check	?	4.2005	?	86.2	Sunday	1:55	2	400578	301893	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	yes	0	0	?	?	?
21323	no	yes	yes	1/16/1936	no	no	debit_note	?	9.2007	yes	37	Saturday	14:24	1	404522	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	2	21.02	5/12/2001	0	0
21326	no	no	no	8/22/1981	yes	no	check	?	2.2006	?	17.8	Thursday	12:43	1	109006	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	yes	0	0	?	?	?
21327	no	yes	no	7/8/1986	yes	no	debit_note	?	8.2007	yes	110.5	Monday	11:20	2	200576	602677	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	no	1	37.69	5/13/2001	0	0
21328	no	yes	no	12/23/1967	no	no	credit_card	Visa	9.2006	yes	37	Wednesday	11:52	1	206504	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	yes	0	0	?	?	?
21330	no	yes	no	9/23/1970	yes	no	credit_card	Visa	5.2007	yes	42.8	Friday	14:41	1	406284	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	no	1	13.97	4/4/2004	1	1
21336	no	yes	no	8/5/1954	yes	no	check	?	9.2006	?	34.5	Saturday	14:47	1	401564	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
21342	yes	yes	no	10/4/1975	yes	no	check	?	9.2006	?	5.2	Saturday	3:41	1	204921	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
21344	no	no	yes	10/18/1961	no	no	credit_card	Eurocard	7.2005	yes	137.4	Wednesday	23:07	4	308997	300124	209725	209736	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	no	1	28.44	9/29/2002	0	0
21345	no	no	no	3/13/1971	yes	no	check	?	7.2006	?	39.5	Friday	22:59	1	309121	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
21348	yes	no	no	7/17/1975	yes	no	check	?	6.2005	?	17.8	Saturday	17:21	1	401511	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
21349	no	yes	no	9/17/1981	yes	no	check	?	10.2005	?	63.3	Tuesday	13:20	3	400953	105555	109006	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
21352	no	yes	no	12/25/1973	yes	no	check	?	1.2006	?	39.5	Friday	17:45	1	309121	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	no	1	11.63	4/24/2001	0	0
21353	no	yes	no	2/13/1962	yes	no	check	?	7.2005	?	16	Friday	10:48	1	306821	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	no	1	38.77	8/21/2001	0	0
21355	no	yes	no	12/13/1977	yes	no	check	?	9.2005	?	29.5	Tuesday	9:28	1	502090	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	15	yes	0	0	?	?	?
21357	no	yes	no	3/3/1968	yes	no	credit_card	Visa	1.2005	yes	9.8	Thursday	15:44	1	306310	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	no	1	107.81	10/1/2001	0	2
21360	no	yes	no	3/23/1970	yes	no	check	?	2.2006	?	46.5	Wednesday	11:13	1	202123	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	16	yes	0	0	?	?	?
21361	no	yes	no	?	yes	no	check	?	6.2005	?	31.9	Sunday	11:16	1	301371	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	16	yes	0	0	?	?	?
21363	no	yes	no	?	yes	no	check	?	10.2006	?	93.39	Saturday	16:13	3	402090	303397	204159	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	yes	0	0	?	?	?
21364	no	yes	yes	?	yes	no	check	?	12.2006	?	9.8	Saturday	19:19	1	405378	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	no	1	9.71	1/1/2002	0	0
21366	no	yes	no	5/1/1969	yes	no	check	?	2.2007	?	73	Monday	12:00	2	401402	407344	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
21368	no	yes	no	10/24/1978	yes	yes	check	?	9.2007	?	23.5	Friday	9:50	1	404735	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	no	4	182.2	1/10/2002	0	0
21370	no	yes	yes	8/28/1980	yes	no	credit_card	Eurocard	11.2006	yes	188.9	Saturday	14:21	3	402611	100578	403546	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	16	yes	0	0	?	?	?
21371	no	yes	no	9/13/1971	yes	no	check	?	4.2007	?	29.5	Monday	0:12	1	402410	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	yes	0	0	?	?	?
21373	no	no	no	3/25/1979	no	no	debit_note	?	2.2007	yes	62	Friday	14:19	1	609006	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	3	no	1	117.21	2/22/2001	0	0
21374	no	yes	no	12/6/1962	no	no	debit_note	?	6.2006	yes	31.9	Tuesday	5:08	1	409731	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	no	1	7.54	10/22/2001	0	0
21375	no	yes	yes	6/9/1978	yes	no	check	?	10.2007	?	52.79	Wednesday	4:51	2	402993	207255	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	3	no	1	55.65	3/7/2001	0	0
21376	no	yes	no	2/5/1969	no	no	credit_card	Amex	5.2005	no	39.5	Sunday	13:02	1	306284	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	no	1	34.92	9/13/2001	0	0
21377	no	yes	no	3/13/1977	yes	no	check	?	8.2006	?	29.5	Wednesday	14:53	1	200959	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	yes	0	0	?	?	?
21378	no	yes	no	9/26/1967	yes	no	check	?	10.2006	?	62	Sunday	10:26	1	303639	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	no	1	16.71	8/27/2002	0	0
21380	no	yes	no	12/17/1972	yes	no	check	?	10.2007	?	12.6	Tuesday	17:19	1	504159	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	2	yes	0	0	?	?	?
21381	no	yes	no	1/9/1975	yes	no	credit_card	Visa	9.2005	yes	101.5	Sunday	18:50	2	608801	409333	?	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	2	no	1	73.45	9/15/2002	0	0
21382	no	yes	yes	8/31/1980	yes	no	debit_card	debit_card	5.2007	yes	10.8	Tuesday	12:40	1	406310	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	no	0	0	?	?	?
21383	no	yes	yes	9/7/1971	yes	no	credit_card	Visa	1.2005	yes	37	Wednesday	6:31	1	409333	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	no	1	48.3	10/15/2003	0	0
21385	yes	no	no	10/5/1963	no	no	credit_card	Eurocard	9.2005	yes	9.8	Saturday	7:22	1	206821	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
21386	no	no	no	7/22/1966	yes	no	check	?	8.2006	?	32.8	Sunday	10:24	1	507046	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	2	yes	0	0	?	?	?
21387	no	yes	no	9/18/1979	yes	no	check	?	9.2005	?	89	Thursday	7:54	2	501796	409725	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	85.29	12/21/2001	0	0
21388	no	yes	no	4/29/1971	no	no	credit_card	Eurocard	6.2006	yes	52	Monday	12:55	1	506821	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	no	1	13.56	6/27/2002	0	0
21390	no	yes	no	3/5/1960	yes	no	check	?	9.2007	?	27.79	Tuesday	18:08	2	506284	205555	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	no	1	34.56	10/4/2004	0	0
21391	no	no	no	7/17/1967	no	no	debit_card	debit_card	5.2005	yes	61.89	Monday	8:59	2	102677	401373	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	no	0	0	?	?	?
21392	no	yes	no	12/24/1966	yes	no	check	?	1.2005	?	14.5	Friday	8:13	1	609670	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	29.82	7/18/2004	0	0
21396	no	yes	no	11/22/1978	yes	no	credit_card	Visa	1.2006	yes	18	Friday	11:56	1	407223	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	2	18	3/10/2002	0	0
21397	no	yes	no	9/17/1969	yes	no	credit_card	Eurocard	8.2007	yes	172.79	Saturday	12:36	5	200450	300767	300925	409470	203367	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	1	no	1	17.07	12/30/2001	0	0
21399	no	yes	no	12/2/1968	yes	no	check	?	10.2006	?	8.5	Thursday	16:47	1	403950	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	yes	0	0	?	?	?
21400	no	yes	no	6/11/1973	yes	no	check	?	4.2007	?	16	Saturday	12:01	1	504077	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	no	3	18.69	8/20/2004	0	0
21401	no	no	yes	4/27/1977	no	no	debit_card	debit_card	7.2005	yes	30.8	Wednesday	15:59	2	103950	400925	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	2	no	1	9.5	7/20/2004	2	2
21403	no	yes	no	6/21/1972	yes	no	check	?	7.2005	?	5.2	Thursday	5:04	1	202062	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	48.41	1/3/2003	0	0
21404	no	yes	no	5/15/1962	yes	no	check	?	9.2007	?	39.5	Tuesday	18:12	1	107610	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	yes	0	0	?	?	?
21405	no	yes	yes	5/4/1961	no	yes	credit_card	Eurocard	1.2005	yes	52	Friday	6:21	1	506821	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	14	no	1	14.95	5/17/2001	0	0
21409	no	yes	no	?	yes	no	check	?	11.2006	?	36.3	Thursday	19:22	2	402224	402399	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
21410	no	yes	no	10/17/1960	yes	no	check	?	7.2007	?	34.5	Sunday	17:52	1	300925	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	1	34.6	6/27/2001	0	0
21413	no	yes	yes	2/7/1985	no	no	credit_card	Eurocard	4.2007	yes	17.8	Saturday	7:46	1	103367	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	yes	0	0	?	?	?
21417	no	yes	yes	4/29/1963	yes	no	credit_card	Eurocard	7.2007	yes	22.95	Tuesday	18:42	1	200214	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	66.19	4/28/2003	0	0
21418	no	yes	no	5/29/1985	yes	no	credit_card	Eurocard	12.2006	no	42.79	Saturday	9:12	2	300214	409736	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	15	yes	0	0	?	?	?
21419	no	no	no	12/27/1976	yes	no	credit_card	Amex	2.2007	yes	46.5	Friday	16:25	1	404258	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	yes	0	0	?	?	?
21420	no	yes	no	3/16/1979	yes	yes	check	?	5.2007	?	17.8	Thursday	15:26	1	204792	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	15	yes	0	0	?	?	?
21421	no	yes	no	7/8/1965	yes	yes	check	?	3.2007	?	16	Friday	2:39	1	306821	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	14	yes	0	0	?	?	?
21423	no	yes	no	12/9/1968	yes	no	check	?	5.2005	?	34.5	Sunday	12:25	1	506590	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	2	86.38	12/29/2002	0	0
21425	no	yes	no	2/1/1967	yes	no	debit_note	?	12.2005	yes	176.7	Saturday	14:32	5	200959	407344	400035	200035	202123	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	no	1	11.87	11/4/2003	1	1
21427	no	yes	no	8/24/1973	yes	no	check	?	10.2005	?	32.94	Tuesday	1:44	2	304159	205966	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	yes	0	0	?	?	?
21428	no	yes	no	10/7/1980	no	no	debit_card	debit_card	10.2006	yes	17.8	Saturday	17:32	1	103367	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	no	0	0	?	?	?
21429	no	no	no	12/10/1981	yes	no	check	?	6.2005	?	23.5	Tuesday	23:32	1	407255	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	yes	0	0	?	?	?
21430	no	yes	no	6/28/1980	no	no	credit_card	Amex	9.2006	yes	79.3	Monday	15:13	2	406282	102089	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	yes	0	0	?	?	?
21432	no	yes	no	12/20/1969	no	no	debit_note	?	4.2006	yes	34.5	Wednesday	21:28	1	207703	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	1	yes	0	0	?	?	?
21433	no	yes	no	9/9/1981	yes	yes	check	?	4.2005	?	16	Thursday	20:15	1	407317	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
20914	no	yes	no	?	no	no	credit_card	Amex	4.2006	yes	95.3	Sunday	?	3	202089	400329	105685	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	56.58	3/19/2003	0	0
20915	no	no	no	7/3/1954	yes	no	credit_card	Eurocard	11.2005	yes	135.74	Wednesday	23:40	6	405338	609725	306398	201373	509121	409500	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	yes	0	0	?	?	?
20916	no	yes	no	?	yes	no	credit_card	Eurocard	7.2005	no	112.4	Thursday	10:04	2	404553	404242	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	yes	0	0	?	?	?
20917	no	yes	no	6/8/1978	no	no	credit_card	Visa	1.2006	yes	23.5	Thursday	9:48	1	404371	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	15	yes	0	0	?	?	?
20919	no	yes	no	1/27/1976	yes	no	check	?	1.2005	?	16	Sunday	15:48	1	607699	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	yes	no	no	no	no	4	yes	0	0	?	?	?
